lca,lcq,lcp,top,left,right,bott,size,diff
"563124254316421563635241316452142635",".....................2...1........3.","Apr 16 - Hard 6 x 6 <small>[10 Clues]</small> [Random]","000420","033000","210002","330030","6","3"
"536421163542214635621354452163345216","........3..2........................","Apr 01 - Hard 6 x 6 <small>[9 Clues]</small> [Random]","000004","200100","440020","302300","6","3"
"154362643251512436426513231645365124","........3........................1..","May 15 - Hard 6 x 6 <small>[11 Clues]</small> [Random]","020402","002200","030300","412040","6","3"
"153246536421312654241365624513465132","....................1........3......","Mar 12 - Hard 6 x 6 <small>[9 Clues]</small> [Random]","020000","022300","040004","202020","6","3"
"645231316542162453523164234615451326",".....................1..2...........","Jun 14 - Hard 6 x 6 <small>[10 Clues]</small> [Random]","000346","102240","440000","000200","6","3"
"524361412653631245346512153426265134","..................3........4........","Oct 04 - Hard 6 x 6 <small>[7 Clues]</small> [Random]","050004","000000","200303","000440","6","3"
"163542452136536421325614214365641253",".........1..........................","Jun 05 - Hard 6 x 6 <small>[10 Clues]</small> [Random]","002020","030330","010003","034300","6","3"
"134652621543246315315264562431453126",".....................2..............","Aug 25 - Hard 6 x 6 <small>[13 Clues]</small> [Random]","202024","403303","040200","003430","6","3"
"216435462513645321134652523146351264","....3......3........................","May 06 - Hard 6 x 6 <small>[12 Clues]</small> [Random]","320032","200400","005010","325010","6","3"
"512634463512134256356421245163621345",".1..........1....................3..","Sep 02 - Hard 6 x 6 <small>[8 Clues]</small> [Random]","004030","000000","030402","140400","6","3"
"261354346521513642425136654213132465",".....................1........1.....","May 14 - Hard 6 x 6 <small>[11 Clues]</small> [Random]","400022","032010","040000","004212","6","3"
"612534524613356241135462241356463125",".......................22.......3...","Jul 11 - Hard 6 x 6 <small>[9 Clues]</small> [Random]","040032","000440","320000","003400","6","3"
"164235325416246153531624652341413562","1...................1...............","May 25 - Hard 6 x 6 <small>[10 Clues]</small> [Random]","003300","033013","000040","002203","6","3"
"631452512346246531153624324165465213","..........................41........","Aug 27 - Hard 6 x 6 <small>[10 Clues]</small> [Random]","003300","003330","010203","302000","6","3"
"213456145362462531651243536124324615",".......................3............","Oct 13 - Hard 6 x 6 <small>[10 Clues]</small> [Random]","303001","540023","000020","040040","6","3"
"241563532641425136316254163425654312",".............2............3.........","Jan 04 - Hard 6 x 6 <small>[11 Clues]</small> [Random]","324010","403000","030025","002040","6","3"
"134562361245453621245316526134612453",".........2..................3.......","Oct 14 - Hard 6 x 6 <small>[11 Clues]</small> [Random]","503003","000020","203003","052203","6","3"
"345216516432621543253164432651164325","....1................1.......1......","May 01 - Hard 6 x 6 <small>[7 Clues]</small> [Random]","000400","401000","040000","002230","6","3"
"642153264315125436356241413562531624",".....3..........3.3.................","Dec 07 - Hard 6 x 6 <small>[10 Clues]</small> [Random]","104520","004330","000300","230000","6","3"
"451632312546246351634215523164165423","....................................","Jul 15 - Hard 6 x 6 <small>[13 Clues]</small> [Random]","203040","033020","300204","302304","6","3"
"153246235461461325642153514632326514","...............3..........4.........","Jul 29 - Hard 6 x 6 <small>[10 Clues]</small> [Random]","403301","040020","002300","001040","6","3"
"162354243516351642514263436125625431","......................6.............","Mar 05 - Hard 6 x 6 <small>[9 Clues]</small> [Random]","504300","000020","300005","040023","6","3"
"641325216534532641123456465213354162","....................................","Dec 27 - Hard 6 x 6 <small>[9 Clues]</small> [Random]","100300","000620","030030","400403","6","3"
"526143462531134652315264253416641325","..............4....1.............3..","Apr 08 - Hard 6 x 6 <small>[11 Clues]</small> [Random]","201033","020000","043202","004020","6","3"
"341265512436264513435621623154156342","...2..................2.............","Jul 10 - Hard 6 x 6 <small>[12 Clues]</small> [Random]","020400","320010","003333","020203","6","3"
"563412451236126543612354234165345621","...4................................","Dec 06 - Hard 6 x 6 <small>[7 Clues]</small> [Random]","000050","003044","004303","000000","6","3"
"156342361524245163413256632415524631","1..............1..........2.........","Aug 26 - Hard 6 x 6 <small>[10 Clues]</small> [Random]","001020","004002","330100","040033","6","3"
"563214645123314652152436236541421365",".....4..................2...........","Mar 18 - Hard 6 x 6 <small>[9 Clues]</small> [Random]","010040","010302","030140","040000","6","3"
"134562425631652143261354543216316425",".............5......1...............","May 07 - Hard 6 x 6 <small>[8 Clues]</small> [Random]","000004","530000","034300","001200","6","3"
"465321346152132645521436214563653214","......................3......3......","Feb 12 - Hard 6 x 6 <small>[10 Clues]</small> [Random]","300000","033040","502003","023020","6","3"
"415326562413641532253641136254324165",".......................1.......2....","Aug 06 - Hard 6 x 6 <small>[11 Clues]</small> [Random]","002401","000333","034030","240000","6","3"
"316542254613543126431265625431162354","................2............11..3..","Feb 24 - Hard 6 x 6 <small>[8 Clues]</small> [Random]","330003","200200","000050","010003","6","3"
"234165452631361452143526615243526314","........2.........1.................","May 17 - Hard 6 x 6 <small>[12 Clues]</small> [Random]","303000","432400","233042","000300","6","3"
"561432326514243156412365635241154623",".....2....1.........................","Nov 29 - Hard 6 x 6 <small>[11 Clues]</small> [Random]","002303","220200","430040","020030","6","3"
"456321532146163452624513341265215634","........2...........................","Dec 05 - Hard 6 x 6 <small>[13 Clues]</small> [Random]","000000","322033","403302","330103","6","3"
"651423215346362514436251543162124635","..............2......2..............","Mar 01 - Hard 6 x 6 <small>[13 Clues]</small> [Random]","020342","000224","403000","302102","6","3"
"361452245136654213513624126345432561",".....2..............................","Apr 30 - Hard 6 x 6 <small>[10 Clues]</small> [Random]","200222","000033","004000","032200","6","3"
"314562231456563241645123426315152634","........1............1..............","Jun 08 - Hard 6 x 6 <small>[11 Clues]</small> [Random]","303000","450100","000322","302003","6","3"
"231456146235564321452163623514315642","....................................","Jul 25 - Hard 6 x 6 <small>[12 Clues]</small> [Random]","300300","530300","025000","242024","6","3"
"562431154326421653316542243165635214","..............1..3..................","Mar 31 - Hard 6 x 6 <small>[9 Clues]</small> [Random]","203000","002200","400403","002300","6","3"
"264531135624513246451362326415642153","..4...........3....................3","May 11 - Hard 6 x 6 <small>[9 Clues]</small> [Random]","303033","002020","420000","000300","6","3"
"231465412536325641643152564213156324","....................................","Nov 13 - Hard 6 x 6 <small>[10 Clues]</small> [Random]","304300","403003","010000","000232","6","3"
"541623465312236451153246312564624135","........................3...........","Aug 14 - Hard 6 x 6 <small>[13 Clues]</small> [Random]","200032","020301","203020","032302","6","3"
"563241256134134562641325325416412653","....................1.........4.....","Jan 08 - Hard 6 x 6 <small>[9 Clues]</small> [Random]","000320","235030","300210","000000","6","3"
"425136561423356214132645614352243561","............3.6...............2.....","May 29 - Hard 6 x 6 <small>[10 Clues]</small> [Random]","300040","003304","032000","033004","6","3"
"315642143256532164264513456321621435","3...................................","Oct 12 - Hard 6 x 6 <small>[11 Clues]</small> [Random]","030030","042201","300340","000022","6","3"
"263451456213635124312546124365541632","...............1...................2","Nov 09 - Hard 6 x 6 <small>[9 Clues]</small> [Random]","300024","030340","003020","000100","6","3"
"415623536214643152324561261345152436","....................................","Dec 02 - Hard 6 x 6 <small>[10 Clues]</small> [Random]","000130","000403","220020","403030","6","3"
"634251413562152346541623326415265134","...........2..................2.....","Jan 18 - Hard 6 x 6 <small>[13 Clues]</small> [Random]","032303","003222","320220","000300","6","3"
"152643324156645321413265561432236514",".........1..........................","Aug 13 - Hard 6 x 6 <small>[11 Clues]</small> [Random]","004030","301203","305040","000033","6","3"
"536412152634264153315246423561641325","......1..................2.....4....","Dec 23 - Hard 6 x 6 <small>[13 Clues]</small> [Random]","030243","032030","320002","104020","6","3"
"531624254163362451125346416235643512",".3..........3.......................","Sep 13 - Hard 6 x 6 <small>[9 Clues]</small> [Random]","204100","000420","200003","000250","6","3"
"432156526431261345345612613524154263","..................3.......3...1.....","Mar 02 - Hard 6 x 6 <small>[9 Clues]</small> [Random]","002020","000400","040230","020310","6","3"
"651423265134314562123645436251542316","..................................1.","Sep 26 - Hard 6 x 6 <small>[11 Clues]</small> [Random]","020030","004402","430030","022200","6","3"
"364125136452451236512643625314243561","......1.......1.3...............3...","Jun 22 - Hard 6 x 6 <small>[9 Clues]</small> [Random]","000330","000214","201300","000003","6","3"
"613452265143421365354216542631136524",".....2...............2..............","Jun 20 - Hard 6 x 6 <small>[12 Clues]</small> [Random]","000224","022020","300033","041030","6","3"
"654123216435435216143562562341321654","...1................................","Aug 11 - Hard 6 x 6 <small>[12 Clues]</small> [Random]","020400","020402","401033","005102","6","3"
"653214312645135426541362264531426153","....1................3..............","Dec 13 - Hard 6 x 6 <small>[11 Clues]</small> [Random]","000003","024202","301000","320302","6","3"
"653214164352412536345621236145521463","....1.........2.....................","May 10 - Hard 6 x 6 <small>[8 Clues]</small> [Random]","004402","020032","000000","040010","6","3"
"134562321456413625256314562143645231","..........................2.........","Jan 30 - Hard 6 x 6 <small>[12 Clues]</small> [Random]","532000","500300","012234","002300","6","3"
"123645241356632514465123516432354261","................1.............3.....","Jan 24 - Hard 6 x 6 <small>[10 Clues]</small> [Random]","330030","441000","000040","302005","6","3"
"643152451236216345562413324561135624","...................6...3............","Feb 14 - Hard 6 x 6 <small>[8 Clues]</small> [Random]","002620","000040","010302","020000","6","3"
"561234635142426513213465354621142356","...2.........2......................","Sep 05 - Hard 6 x 6 <small>[11 Clues]</small> [Random]","000333","000430","200030","403021","6","3"
"425163251634634512146325312456563241",".............3.......3..............","Oct 19 - Hard 6 x 6 <small>[11 Clues]</small> [Random]","030014","300340","023003","002400","6","3"
"645312216435134526321654563241452163","...3................................","Jul 21 - Hard 6 x 6 <small>[10 Clues]</small> [Random]","000440","120000","420000","024303","6","3"
"653214134625521463265341342156416532","..........................2.........","Feb 25 - Hard 6 x 6 <small>[10 Clues]</small> [Random]","004030","042000","020404","330030","6","3"
"124536653241412365346152531624265413","..............2......1......2......3","Jul 08 - Hard 6 x 6 <small>[8 Clues]</small> [Random]","002230","010000","042004","300000","6","3"
"436125243516154362612453561234325641","....25..............2...............","Aug 24 - Hard 6 x 6 <small>[9 Clues]</small> [Random]","040020","240003","002000","302003","6","3"
"421356634215562143315624143562256431","..1..............3..................","Oct 06 - Hard 6 x 6 <small>[10 Clues]</small> [Random]","034000","300343","000004","400305","6","3"
"146253523461264135351624432516615342","...2....3..1......3.1...............","Apr 13 - Hard 6 x 6 <small>[7 Clues]</small> [Random]","020000","000030","022010","040020","6","3"
"512634364152423561236415651243145326","......3...................1.......2.","May 30 - Hard 6 x 6 <small>[8 Clues]</small> [Random]","023030","000304","000040","030400","6","3"
"463125524631341256136542215364652413",".......2.......2....................","Apr 25 - Hard 6 x 6 <small>[10 Clues]</small> [Random]","003040","024030","000400","120303","6","3"
"126453413625562314351246645132234561","..........2.....1...................","Apr 12 - Hard 6 x 6 <small>[8 Clues]</small> [Random]","000003","300305","002040","040003","6","3"
"125463536214451326213645642531364152",".............................13.....","Jan 16 - Hard 6 x 6 <small>[9 Clues]</small> [Random]","040003","403300","000000","202023","6","3"
"215634623451346125431562564213152346","................2...1...............","Apr 10 - Hard 6 x 6 <small>[13 Clues]</small> [Random]","240033","300300","232030","300320","6","3"
"345261462135231546156423614352523614","..........3..3.....................4","Jun 27 - Hard 6 x 6 <small>[8 Clues]</small> [Random]","000300","400000","020330","033100","6","3"
"642315351246536421125634463152214563",".........2............3.............","Aug 08 - Hard 6 x 6 <small>[11 Clues]</small> [Random]","032300","030400","210002","403003","6","3"
"536241452613641532213465324156165324",".....1..............................","Apr 07 - Hard 6 x 6 <small>[12 Clues]</small> [Random]","000220","030440","304003","310430","6","3"
"241356563241614523435612126435352164","........3.......2...................","Sep 07 - Hard 6 x 6 <small>[12 Clues]</small> [Random]","005301","020030","030220","302303","6","3"
"415263321546536412164325243651652134","....................................","Apr 29 - Hard 6 x 6 <small>[13 Clues]</small> [Random]","340300","032230","013033","004030","6","3"
"216354431526325461152643643215564132","............3.......2...............","Nov 22 - Hard 6 x 6 <small>[11 Clues]</small> [Random]","340000","003002","300324","003330","6","3"
"416325342651154263621534235416563142",".1.3..3..................3..........","Mar 13 - Hard 6 x 6 <small>[13 Clues]</small> [Random]","241002","033002","000303","203022","6","3"
"134562263154625431546213451326312645","....................................","Feb 17 - Hard 6 x 6 <small>[9 Clues]</small> [Random]","300003","000002","005200","432030","6","3"
"253164531246164325612453426531345612","...................1................","Oct 20 - Hard 6 x 6 <small>[11 Clues]</small> [Random]","020602","302024","000042","000044","6","3"
"641235564123312546426351153462235614","....3......3......................1.","Feb 10 - Hard 6 x 6 <small>[12 Clues]</small> [Random]","003340","023204","200300","430002","6","3"
"253614135462612543564231346125421356","..............2.....................","Jul 17 - Hard 6 x 6 <small>[12 Clues]</small> [Random]","200023","340033","200420","000320","6","3"
"452631631452243165165243524316316524","........1.........1......2..........","Jul 18 - Hard 6 x 6 <small>[9 Clues]</small> [Random]","004034","303000","000403","030200","6","3"
"431265356142625413243651162534514326","...............4...............1....","Jan 28 - Hard 6 x 6 <small>[10 Clues]</small> [Random]","030300","200020","004030","003341","6","3"
"436251342165125436513624651342264513",".........1.........1................","May 08 - Hard 6 x 6 <small>[13 Clues]</small> [Random]","340300","234002","320043","000203","6","3"
"354621563412612534246153421365135246","..............2......1..............","Feb 22 - Hard 6 x 6 <small>[11 Clues]</small> [Random]","320000","000324","333320","000400","6","3"
"413256521634162345346512635421254163","............................2.......","Jun 28 - Hard 6 x 6 <small>[12 Clues]</small> [Random]","032220","300300","000302","023403","6","3"
"124563456321632145561234213456345612","..............2.....................","Aug 07 - Hard 6 x 6 <small>[10 Clues]</small> [Random]","000000","530204","242202","300000","6","3"
"146253312645235416523164461532654321","......3.............................","Mar 14 - Hard 6 x 6 <small>[8 Clues]</small> [Random]","021000","024000","020046","000004","6","3"
"513246156324634152325461462513241635",".............3...2.............4....","Nov 10 - Hard 6 x 6 <small>[8 Clues]</small> [Random]","000500","201000","020032","004020","6","3"
"416523631452143265562134254316325641","...............2............1.......","Jun 19 - Hard 6 x 6 <small>[10 Clues]</small> [Random]","041200","000030","300200","302120","6","3"
"631245156423325164214356542631463512",".............2..............3.4.....","Mar 20 - Hard 6 x 6 <small>[12 Clues]</small> [Random]","002322","003420","002103","004200","6","3"
"315426256134542613631542463251124365","...............6.3..................","Jul 14 - Hard 6 x 6 <small>[12 Clues]</small> [Random]","330201","002004","002400","302302","6","3"
"132564416325265413653142324651541236","..........2...........4.............","Apr 22 - Hard 6 x 6 <small>[10 Clues]</small> [Random]","000200","422032","004000","034001","6","3"
"426315135264261453543126614532352641","...........4........................","Apr 21 - Hard 6 x 6 <small>[9 Clues]</small> [Random]","030400","040200","000140","004033","6","3"
"546213215364452631364125123546631452","......................2.........1...","Mar 16 - Hard 6 x 6 <small>[9 Clues]</small> [Random]","031004","000250","203000","005300","6","3"
"314562635241253614421356546123162435",".........2..................2.......","Aug 23 - Hard 6 x 6 <small>[11 Clues]</small> [Random]","040003","400020","042020","012230","6","3"
"531426245631614253163542352164426315","..............4...1........1........","Dec 21 - Hard 6 x 6 <small>[9 Clues]</small> [Random]","030240","240030","000000","201002","6","3"
"423156315642132564651423546231264315","....................1...............","Nov 25 - Hard 6 x 6 <small>[10 Clues]</small> [Random]","040020","334000","030430","002002","6","3"
"531462214653643125326514152346465231",".......1..................2.........","Apr 27 - Hard 6 x 6 <small>[9 Clues]</small> [Random]","040004","201200","002004","000440","6","3"
"231564342651513426654312426135165243",".....................3..............","May 18 - Hard 6 x 6 <small>[10 Clues]</small> [Random]","445000","032000","000024","300430","6","3"
"425361642513534126156234361452213645","...3............2...................","Aug 09 - Hard 6 x 6 <small>[10 Clues]</small> [Random]","000003","302023","030230","002002","6","3"
"324651156423435162643215261534512346",".............3......3...............","Mar 07 - Hard 6 x 6 <small>[11 Clues]</small> [Random]","030004","003100","330200","204021","6","3"
"254316541263463125132654615432326541","...........3....2...................","Jul 12 - Hard 6 x 6 <small>[9 Clues]</small> [Random]","003200","020302","020300","030005","6","3"
"523164246351354216431625612543165432","....................1.........1.....","May 21 - Hard 6 x 6 <small>[11 Clues]</small> [Random]","240310","003210","030045","000004","6","3"
"632415145263516324254631423156361542",".3..............242.................","Oct 28 - Hard 6 x 6 <small>[8 Clues]</small> [Random]","000200","040300","220010","404000","6","3"
"526431132645263514345162614253451326",".2......2.................4......3..","Feb 05 - Hard 6 x 6 <small>[10 Clues]</small> [Random]","230030","030403","403030","000030","6","3"
"514623326415231546652134145362463251",".....................1..............","Dec 09 - Hard 6 x 6 <small>[9 Clues]</small> [Random]","052033","000140","000300","000404","6","3"
"345126123465251634632541564312416253","....................................","Nov 08 - Hard 6 x 6 <small>[10 Clues]</small> [Random]","202000","450000","000443","020404","6","3"
"416253652341123564531426264135345612","..........................4.........","Jun 18 - Hard 6 x 6 <small>[10 Clues]</small> [Random]","000003","205224","042022","000000","6","3"
"612345543216236154124563365421451632","....................................","May 23 - Hard 6 x 6 <small>[9 Clues]</small> [Random]","003330","020003","000050","300024","6","3"
"564231652143231456146325325614413562","........2...........................","Aug 10 - Hard 6 x 6 <small>[10 Clues]</small> [Random]","000343","005003","400022","050004","6","3"
"542613413562635124351246126435264351","....1..............5.....2..........","Mar 24 - Hard 6 x 6 <small>[8 Clues]</small> [Random]","034003","030000","200020","300020","6","3"
"216543124365431652652431563214345126","....................2...............","Dec 17 - Hard 6 x 6 <small>[8 Clues]</small> [Random]","050003","002100","400020","000401","6","3"
"526341452613135264614532243156361425",".....1.......3..........2.......1...","Nov 18 - Hard 6 x 6 <small>[10 Clues]</small> [Random]","200204","030000","320402","015000","6","3"
"425136132465563214614523351642246351","4.....................2.............","Oct 26 - Hard 6 x 6 <small>[9 Clues]</small> [Random]","002000","042000","000330","301026","6","3"
"412536365241254613643125126354531462","..............4.......2.............","Oct 29 - Hard 6 x 6 <small>[10 Clues]</small> [Random]","003040","000132","102200","040004","6","3"
"634152521643165234246315413526352461","......................1...3.........","Feb 19 - Hard 6 x 6 <small>[13 Clues]</small> [Random]","023005","022330","333000","023002","6","3"
"125463261534642351513642436215354126","...................13....3........2.","May 24 - Hard 6 x 6 <small>[9 Clues]</small> [Random]","302010","020220","003020","000300","6","3"
"245361653214536142461523124635312456","........3...........................","Apr 23 - Hard 6 x 6 <small>[12 Clues]</small> [Random]","032014","400044","003301","430000","6","3"
"654213531642362154243561415326126435","....................3....1..........","Jun 17 - Hard 6 x 6 <small>[10 Clues]</small> [Random]","100040","000403","430010","400320","6","3"
"462135234516153264316452645321521643",".......................2............","Jul 30 - Hard 6 x 6 <small>[9 Clues]</small> [Random]","210000","003200","000050","043033","6","3"
"461253324615256341513426645132132564","...................1.......1..1.....","Apr 20 - Hard 6 x 6 <small>[10 Clues]</small> [Random]","303220","000000","003140","043200","6","3"
"542136621354453612236541165423314265",".........3............4.............","May 09 - Hard 6 x 6 <small>[10 Clues]</small> [Random]","003300","203000","002042","303400","6","3"
"163524536142452361345216621453214635","1........................2........3.","Sep 25 - Hard 6 x 6 <small>[11 Clues]</small> [Random]","000000","220003","332030","053130","6","3"
"614352542613236145351264463521125436","........2..3.................1.2....","Jul 09 - Hard 6 x 6 <small>[10 Clues]</small> [Random]","042204","003004","320000","002020","6","3"
"241563526431615324134256453612362145",".....................2..............","Sep 22 - Hard 6 x 6 <small>[10 Clues]</small> [Random]","030200","400500","043022","305000","6","3"
"156324231645623451342516514263465132",".......3..................4......1..","Jul 04 - Hard 6 x 6 <small>[8 Clues]</small> [Random]","301003","031000","200004","000400","6","3"
"235461356124513642462513124356641235","...4......2......2..................","Jun 25 - Hard 6 x 6 <small>[9 Clues]</small> [Random]","400003","400050","003002","120400","6","3"
"431526325614153462246351562143614235",".................2.........1......3.","Nov 15 - Hard 6 x 6 <small>[9 Clues]</small> [Random]","300020","003320","100000","000442","6","3"
"162354254163315642426531631425543216",".................2..............3...","Jan 21 - Hard 6 x 6 <small>[6 Clues]</small> [Random]","500000","230002","000000","000450","6","3"
"256134521463364512645321413256132645","...........................2........","Jan 10 - Hard 6 x 6 <small>[10 Clues]</small> [Random]","000020","022033","203002","034000","6","3"
"534612465123641235256341123564312456","....................................","Aug 03 - Hard 6 x 6 <small>[10 Clues]</small> [Random]","000154","201054","002000","040001","6","3"
"214563345126621354432615563241156432","........51.........3................","Jul 22 - Hard 6 x 6 <small>[11 Clues]</small> [Random]","330202","400020","000034","000243","6","3"
"265431526314142653653142431265314526",".......2......2...................2.","Jun 21 - Hard 6 x 6 <small>[8 Clues]</small> [Random]","000034","000004","520420","300000","6","3"
"354162146253215436532641623514461325",".........2..2.......................","Jan 31 - Hard 6 x 6 <small>[11 Clues]</small> [Random]","020403","030002","030030","004342","6","3"
"134526325614452163561432216345643251",".......2..1.........1............2..","Jul 13 - Hard 6 x 6 <small>[6 Clues]</small> [Random]","500000","500000","000403","120000","6","3"
"346251521634453126165342214563632415","..........3.......1..........3......","Apr 05 - Hard 6 x 6 <small>[10 Clues]</small> [Random]","300223","300201","000000","024002","6","3"
"352146236415413652165324624531541263","..........1........6.........1...2..","Jun 06 - Hard 6 x 6 <small>[9 Clues]</small> [Random]","320330","002002","020300","000300","6","3"
"264315123546531264645123452631316452","....................................","Sep 24 - Hard 6 x 6 <small>[14 Clues]</small> [Random]","003330","050032","200333","030224","6","3"
"326514215643541236432165653421164352","....................2...............","Aug 29 - Hard 6 x 6 <small>[11 Clues]</small> [Random]","040002","232010","330053","003000","6","3"
"314526135462652341523614246153461235","...................23...2...........","Sep 12 - Hard 6 x 6 <small>[10 Clues]</small> [Random]","200220","400000","020200","010232","6","3"
"145623314562521436236154462315653241","....2...............................","Nov 05 - Hard 6 x 6 <small>[9 Clues]</small> [Random]","020022","400300","001304","000500","6","3"
"632451146523521634354162463215215346","..............1......1..4...........","Jul 01 - Hard 6 x 6 <small>[10 Clues]</small> [Random]","140325","002020","032000","002000","6","3"
"465123231564642315526431153246314652","......2...................3....1....","May 31 - Hard 6 x 6 <small>[10 Clues]</small> [Random]","202300","000203","320400","000120","6","3"
"235164146235524316612453351642463521","....................................","Aug 17 - Hard 6 x 6 <small>[9 Clues]</small> [Random]","340510","002000","020000","000244","6","3"
"635421243516362145421653156234514362","............3........6..............","Apr 06 - Hard 6 x 6 <small>[10 Clues]</small> [Random]","030000","042200","500320","200210","6","3"
"156342241653563124612435324516435261","......................3.............","Oct 22 - Hard 6 x 6 <small>[9 Clues]</small> [Random]","421005","000003","000000","022302","6","3"
"536241351426642513214365463152125634","....41..........1.2.......3.........","Apr 28 - Hard 6 x 6 <small>[9 Clues]</small> [Random]","030402","000304","000002","020103","6","3"
"516243431652265431352164143526624315",".....3....................3.........","Mar 17 - Hard 6 x 6 <small>[8 Clues]</small> [Random]","231000","000040","005000","040330","6","3"
"325164416235143526234651561342652413","....................................","May 05 - Hard 6 x 6 <small>[10 Clues]</small> [Random]","000413","304400","000004","003202","6","3"
"613542452613534261261435326154145326",".....2............2..........4......","May 02 - Hard 6 x 6 <small>[11 Clues]</small> [Random]","033020","002204","402000","420300","6","3"
"461532253146532614126453345261614325",".............................1......","Aug 28 - Hard 6 x 6 <small>[11 Clues]</small> [Random]","303040","002040","402302","040300","6","3"
"341652453261632514216345564123125436","3........2..........................","Nov 20 - Hard 6 x 6 <small>[11 Clues]</small> [Random]","333004","030200","003031","300300","6","3"
"143625321456415263562134634512256341",".......2..............3......2......","Mar 15 - Hard 6 x 6 <small>[7 Clues]</small> [Random]","503000","340003","000030","000020","6","3"
"412635624153153246265314536421341562","..............3.4...................","Oct 11 - Hard 6 x 6 <small>[10 Clues]</small> [Random]","044000","010004","200040","022203","6","3"
"236514541326654231123645462153315462","....................................","Feb 23 - Hard 6 x 6 <small>[7 Clues]</small> [Random]","040060","300400","300000","300004","6","3"
"536421314562265143421356152634643215",".................................2..","Nov 11 - Hard 6 x 6 <small>[9 Clues]</small> [Random]","020004","240000","404022","000040","6","3"
"246351651243423615312564534126165432","...........................1..1.....","Aug 18 - Hard 6 x 6 <small>[9 Clues]</small> [Random]","000204","002300","042005","000022","6","3"
"125463241635516324453216362541634152",".....3..1.......2................1..","Feb 08 - Hard 6 x 6 <small>[9 Clues]</small> [Random]","440000","002021","200000","002022","6","3"
"123654562431341562436215215346654123","...........1.....................1..","Mar 19 - Hard 6 x 6 <small>[11 Clues]</small> [Random]","002003","404030","340204","020400","6","3"
"345261624315261543456132132654513426",".....1......2..................1.4..","Feb 16 - Hard 6 x 6 <small>[9 Clues]</small> [Random]","000413","000032","004300","042000","6","3"
"534126645312361254412563123645256431","..4.................................","Oct 25 - Hard 6 x 6 <small>[11 Clues]</small> [Random]","000430","002340","043024","300030","6","3"
"143652621543452361364125235416516234","..............2.....................","May 22 - Hard 6 x 6 <small>[10 Clues]</small> [Random]","034004","303040","000002","200420","6","3"
"634215215643162354351426543162426531","..4........3........1...............","May 26 - Hard 6 x 6 <small>[9 Clues]</small> [Random]","020002","030302","030004","300003","6","3"
"251346132564516423465231643152324615","....4........................2....1.","Apr 03 - Hard 6 x 6 <small>[9 Clues]</small> [Random]","303300","340003","000030","033000","6","3"
"143526431652652341265134326415514263","..............2.....................","Mar 30 - Hard 6 x 6 <small>[10 Clues]</small> [Random]","033000","020022","004320","030010","6","3"
"632415523146156324465231241563314652","............1........2..............","Dec 18 - Hard 6 x 6 <small>[10 Clues]</small> [Random]","030300","023003","002000","433004","6","3"
"612543235164456312524631341256163425",".......3..................1.........","Apr 19 - Hard 6 x 6 <small>[11 Clues]</small> [Random]","000220","003040","403302","403200","6","3"
"462351351462234516143625615243526134","..................1.................","Dec 12 - Hard 6 x 6 <small>[12 Clues]</small> [Random]","204023","005300","020002","041033","6","3"
"632154416532165423351246243615524361","......4..............2......1......1","Jan 15 - Hard 6 x 6 <small>[8 Clues]</small> [Random]","002000","002330","040002","043000","6","3"
"163524415263256341524136631452342615",".......1...................4....2.1.","Jun 04 - Hard 6 x 6 <small>[9 Clues]</small> [Random]","003202","000213","000100","003002","6","3"
"523164641325354216215643136452462531","................1..........4........","Feb 15 - Hard 6 x 6 <small>[10 Clues]</small> [Random]","040303","203032","000000","200034","6","3"
"624135312654436521153462561243245316",".......1............3...............","Feb 03 - Hard 6 x 6 <small>[12 Clues]</small> [Random]","042230","002004","034030","300430","6","3"
"236145315462421653562314143526654231","..............1......3..............","Jan 25 - Hard 6 x 6 <small>[12 Clues]</small> [Random]","521300","030040","023200","023030","6","3"
"136524542631251463314256465312623145",".......4.............2..............","Jan 11 - Hard 6 x 6 <small>[8 Clues]</small> [Random]","040030","020401","002040","000400","6","3"
"123546216435435162651324542613364251","......2...................2........1","Jan 14 - Hard 6 x 6 <small>[8 Clues]</small> [Random]","040220","523000","000000","000220","6","3"
"321645413526265314534261156432642153","....................................","Jul 05 - Hard 6 x 6 <small>[11 Clues]</small> [Random]","024020","230030","203240","000003","6","3"
"231564153642642351364125526413415236","....................................","Apr 15 - Hard 6 x 6 <small>[11 Clues]</small> [Random]","204003","430000","033030","330030","6","3"
"462351134526543612316245251463625134","..2...........3..................13.","Nov 26 - Hard 6 x 6 <small>[9 Clues]</small> [Random]","003020","052000","002003","030320","6","3"
"546213312465153642634521261354425136","......................2......4......","Jun 11 - Hard 6 x 6 <small>[11 Clues]</small> [Random]","031000","033023","203430","000400","6","3"
"136425364251451632623514512346245163","...........1...............3........","Sep 27 - Hard 6 x 6 <small>[8 Clues]</small> [Random]","401200","023000","003300","002000","6","3"
"215346461523523614132465346152654231","....4...............................","Oct 01 - Hard 6 x 6 <small>[11 Clues]</small> [Random]","402020","300430","032005","000304","6","3"
"614352465213321645532164143526256431","..4....6............................","Oct 03 - Hard 6 x 6 <small>[10 Clues]</small> [Random]","000220","002200","030014","320020","6","3"
"251346625134142653536421413265364512","2......2............................","Sep 19 - Hard 6 x 6 <small>[11 Clues]</small> [Random]","023230","003022","000400","402020","6","3"
